t,dt,xf1,xf2,xf3,xf4
25.35010313987732,1.095151662826538,0.8525443,2.1607451,0.27699894,-0.16617183
26.447131872177124,1.0290558338165283,1.8774371,1.6070455,0.31386536,0.42514858
27.476781606674194,1.0005848407745361,2.1406617,2.0708032,0.9803975,0.33399364
28.478025913238525,0.8734488487243652,1.7158437,2.4268508,1.3851619,0.13288637
29.352108001708984,0.9944207668304443,1.5951371,3.3471255,1.9775872,0.17897649
30.347275495529175,0.9993293285369873,0.8333936,3.9664044,2.3072345,-0.025369687
31.34734082221985,1.0010418891906738,1.4542508,4.280004,2.3821197,0.35334226
32.34905195236206,0.9993767738342285,1.4233632,5.3489003,2.898046,0.08031149
33.34909439086914,1.0175936222076416,1.514257,5.4291472,2.8634744,0.14266391
34.36747336387634,0.9979069232940674,1.312428,5.700195,2.9623466,0.17832609
35.366162061691284,1.0015511512756348,2.2208972,4.912153,2.223907,0.48247203
36.3684720993042,0.9977777004241943,2.4798436,4.52408,1.8326287,0.5155869
37.366899490356445,1.0002024173736572,2.2227368,4.5923486,1.7197415,0.2862434
38.36788558959961,1.0011777877807617,2.6023889,4.5979886,1.5020282,0.5449888
39.36978030204773,1.0018436908721924,1.9604678,5.205301,1.75889,0.2117023
40.37242388725281,1.003037452697754,2.0301795,4.2043767,1.0268492,0.3146815
41.37613844871521,0.9984714984893799,1.78686,4.3002315,1.1173579,0.193752
42.37537932395935,1.0035362243652344,1.936091,5.022143,1.2733053,0.23901077
43.37956666946411,1.0000429153442383,2.150415,4.720346,1.2597663,0.4206452
44.380234479904175,0.9974377155303955,1.8340802,4.206123,1.2671338,0.34058902
45.37842154502869,0.9991455078125,1.7093263,4.814653,1.8243227,0.2878246
46.3782639503479,1.0001163482666016,1.484365,3.8743968,1.4129667,0.19896145
47.379236459732056,1.0033667087554932,1.7382693,5.202991,2.4016964,0.2716615
48.383328676223755,0.9992334842681885,2.5700936,5.840739,2.7537498,0.6537643
49.38324308395386,0.9981858730316162,3.4274125,7.440642,3.5075448,0.90263027
50.3821496963501,1.004446268081665,3.7129703,7.3187356,3.4758143,0.86373514
51.38740515708923,1.0003879070281982,3.4497266,6.501039,2.7601132,0.7239513
52.38857626914978,0.9979920387268066,2.753899,6.25135,2.562179,0.33712885
53.387332916259766,1.0043506622314453,2.4562726,5.7009263,2.2191143,0.42897138
54.39259600639343,1.0015010833740234,3.142118,7.1588435,3.0776615,0.675903
55.394970178604126,0.9961223602294922,2.8346238,5.6858945,2.2661207,0.6244547
56.39170742034912,1.0004379749298096,2.7777772,6.124269,2.6664207,0.46421084
57.39279270172119,1.0023698806762695,2.7585769,5.2354064,2.1903799,0.46437177
58.395668745040894,0.9974417686462402,3.1212268,5.6241755,2.2462888,0.64934045
59.39371204376221,1.0054621696472168,2.856565,6.90078,3.2444918,0.43973812
60.39989995956421,1.000389575958252,3.144895,8.484944,3.8950264,0.5457776
61.40098738670349,0.9969897270202637,2.9897237,7.8810143,3.1874228,0.66526264
62.398584604263306,1.0029242038726807,2.9050097,6.732411,2.4747114,0.7061319
63.402119874954224,0.9991271495819092,1.9892564,6.766296,2.3271902,0.29573604
64.40189528465271,1.0021390914916992,1.4924493,6.340647,1.9883585,0.13216062
65.40492653846741,1.0010364055633545,3.4138656,5.7157683,1.5417134,0.6363434
66.40682625770569,1.0026121139526367,3.5794196,6.103948,2.3051667,0.38831362
67.41010785102844,1.0213396549224854,3.455852,9.861849,4.689322,-0.3436351
68.43237066268921,0.982234001159668,2.2314382,9.494421,4.413673,0.15368624
69.4153745174408,1.0075924396514893,2.9204068,8.829744,3.8250475,0.3765653
70.42369198799133,0.9916374683380127,3.8872676,7.7348742,2.7126763,0.65958935
71.41592383384705,0.9987387657165527,4.2843347,7.431682,2.2639582,0.4685602
72.41532468795776,1.0006988048553467,5.2704215,7.445391,2.0940151,0.85520715
73.41674542427063,1.0009689331054688,5.6411643,6.7965045,1.9677663,1.3977082
74.41835117340088,0.9959516525268555,5.0461106,6.6525483,3.4753163,1.9570701
75.41490459442139,1.0051140785217285,4.367327,7.256374,3.0923352,1.1295657
76.4206280708313,0.993873119354248,3.879438,8.414051,4.02717,0.71743244
77.41524457931519,1.0075206756591797,2.0934615,9.284074,4.9671917,-0.5971206
78.42346167564392,0.9989888668060303,2.4873385,8.723066,3.6056838,-0.16521196
79.423095703125,1.0042309761047363,4.1913486,7.619024,2.4658186,0.50875574
80.42796492576599,0.9974448680877686,3.688416,8.98916,3.516092,0.48973617
81.42625856399536,0.9992532730102539,4.5672765,7.5780168,2.626368,1.1077735
82.42612528800964,0.9999337196350098,4.9480605,7.788687,2.2395809,0.8286577
83.4267749786377,1.001028299331665,3.4469981,8.14537,2.7874007,0.06737824
84.42852640151978,1.08805513381958,3.5045247,7.890099,2.926198,0.6614987
85.51724886894226,0.9338955879211426,3.8983417,8.281931,3.4344587,0.48803946
86.45192170143127,1.1064016819000244,3.8313766,8.121162,4.041023,1.1035998
87.55896949768066,0.8900127410888672,3.775207,8.75822,4.7821918,0.8849328
88.44963836669922,0.9698276519775391,4.105312,8.9823,4.769214,0.19598503
89.42014718055725,0.9992885589599609,3.7967963,9.3552065,5.3529058,0.14052363
90.42008352279663,1.003495693206787,3.750917,9.472879,5.6468,0.5681353
91.42438507080078,0.9994585514068604,3.9134164,9.601015,5.6912837,0.5417947
92.42446947097778,1.0027718544006348,3.85257,10.137363,5.451446,-0.14507751
93.4279203414917,1.0172319412231445,4.337439,10.863627,5.0422416,-0.47298673
94.44581723213196,0.9955227375030518,4.7764792,10.862458,4.1610494,-0.10205726
95.44209480285645,0.9866139888763428,5.129252,10.302219,3.2321687,0.41404828
96.429372549057,1.0003550052642822,5.0666633,9.343464,2.2527027,0.8753167
97.43037223815918,1.0009150505065918,4.878384,10.1224785,3.2192833,1.1632951
98.43199443817139,1.0005545616149902,4.8953404,8.790262,2.1331887,1.3757861
99.43313431739807,1.0008773803710938,5.263641,10.911926,4.2185087,0.5816156
100.43466544151306,1.0135540962219238,3.9379086,9.802273,2.9455945,0.3241448
101.44910192489624,0.9992475509643555,3.8245597,9.4378395,2.6270082,0.2045042
102.44912719726562,1.0031468868255615,4.0841136,10.081213,2.9179063,-0.07840161
103.45301604270935,1.0024492740631104,4.6845946,9.116503,1.211412,-0.3034387
104.45624780654907,1.0032577514648438,4.9133697,9.775925,1.9221972,-0.4881554
105.46025657653809,0.9972596168518066,5.175526,9.065929,1.948764,-0.2593942
106.45814681053162,0.9966263771057129,5.4804807,9.181362,2.5232365,0.007566647
107.45566129684448,1.010930061340332,5.0713058,9.00924,3.1990619,0.46911177
108.46751022338867,0.9927144050598145,5.6180596,9.418835,4.074724,0.8680015
109.4608302116394,0.9996402263641357,5.503176,10.087954,4.7673264,1.1626873
110.46121144294739,1.0023999214172363,5.164511,10.121438,5.616756,1.6724224
111.46426749229431,0.9975190162658691,5.0869775,10.432884,5.650975,1.7038308
112.46241688728333,1.00510835647583,4.88674,10.965764,5.745122,1.2689681
113.46813011169434,0.9965057373046875,4.8177915,11.20212,5.7223344,1.2545184
114.46530318260193,0.9870729446411133,5.1850333,12.767479,5.642721,0.23449941
115.45315766334534,1.001821517944336,4.5648456,11.059227,4.6555133,1.3561472
116.45578408241272,1.0010933876037598,6.7516046,11.347081,4.9660096,2.3063586
117.45750117301941,0.9994111061096191,7.471062,10.765399,4.2497053,2.42938
118.45755124092102,0.9997177124023438,8.70206,11.021262,3.7173517,2.309749
119.45798826217651,1.0147590637207031,6.044109,11.446168,3.902467,1.1651677
120.47340536117554,1.0028655529022217,5.4709125,10.9711275,2.704513,0.65680593
121.47694087028503,0.9964184761047363,4.7546477,11.065789,2.6291997,0.27764627
122.4739978313446,1.0018534660339355,4.0130324,10.39306,2.151943,0.061160043
123.47655463218689,0.9978253841400146,4.037338,11.15702,2.3489807,0.23025914
124.47509598731995,1.0057902336120605,3.852346,10.140409,1.5497117,0.48660848
125.48153877258301,1.0023624897003174,7.5521703,9.508239,0.504939,0.69480807
126.48452115058899,0.9959921836853027,7.405929,10.57195,1.9298021,0.98255414
127.48109793663025,0.9997682571411133,7.2549148,11.711164,3.2609775,1.0343304
128.48153924942017,1.0010933876037598,6.038525,10.833498,3.3537385,1.4440264
129.48340678215027,1.0032122135162354,6.13162,11.364244,3.8140988,0.7747045
130.48734402656555,1.0015156269073486,6.371528,11.815828,3.866774,0.24983306
131.49072194099426,0.9974887371063232,5.6331143,11.478341,3.7883675,0.3535659
132.4888677597046,1.0021352767944336,5.4680552,12.031271,4.2059684,0.39918515
133.49164390563965,1.0024528503417969,5.6432233,12.041549,3.4627616,0.30715653
134.4948661327362,0.9945700168609619,5.3162827,11.463413,2.8908486,1.0740848
135.49015998840332,1.0006468296051025,5.4570556,11.656693,3.2350852,1.6187166
136.49154138565063,1.0015883445739746,5.6487384,11.192211,2.434178,1.6727419
137.49389171600342,1.0079271793365479,5.9034142,10.792313,2.2840114,0.95916635
138.50259256362915,0.99672532081604,8.008654,11.864427,3.792834,0.98212415
139.49997925758362,0.9970440864562988,5.7798324,12.591565,3.7680416,-0.54382116
140.4977147579193,1.0009703636169434,5.8740945,10.648871,1.4904859,0.38894007
141.49947905540466,1.0033159255981445,6.139665,12.039819,2.5473666,-0.8814288
142.50363206863403,1.002727746963501,6.46736,11.506237,2.7132697,0.13597389
143.50710892677307,0.9978382587432861,6.504146,11.326409,3.336031,1.0987773
144.50567245483398,1.0175514221191406,6.48544,11.728795,3.1212711,0.5761568
145.52400660514832,1.2347767353057861,6.6400247,11.0043335,3.2873962,1.1575631
146.759526014328,0.9729819297790527,6.630605,11.243809,3.8313107,1.1002599
147.73326468467712,1.3135292530059814,6.4761252,11.904935,4.83929,0.88430077
149.04759216308594,0.44791078567504883,6.405617,12.035244,4.9361844,0.4326069
149.49629378318787,1.0036108493804932,6.35552,12.140595,5.0160704,0.5781322
150.5005292892456,0.9978208541870117,6.3557477,12.434859,5.306302,0.8903559
151.49892449378967,1.0003554821014404,6.5674014,12.064584,4.552398,0.6459976
152.49990940093994,1.0009279251098633,6.486237,12.600847,4.3855567,-0.67458516
153.50147557258606,1.013232707977295,6.363172,12.812301,4.390315,-0.22604422
154.51554679870605,1.0008070468902588,6.7322974,12.665271,3.3359087,-0.73683673
155.51706099510193,1.0010857582092285,6.723252,12.879894,3.3249002,-0.78394514
156.51897382736206,0.9996788501739502,6.9548755,11.990245,1.8331436,-0.31869963
157.51938796043396,1.0012116432189941,6.9195256,12.546049,3.2099957,0.4195455
158.5214421749115,1.0017447471618652,6.8765388,12.063681,2.4620428,0.8305271
159.52398586273193,0.9994790554046631,6.4482646,11.907741,2.8310254,1.6805316
160.52418398857117,1.0018494129180908,7.057799,11.780995,2.0952256,1.7755891
161.52672791481018,0.9972598552703857,7.067056,12.658397,3.9303813,1.3026145
162.52462649345398,1.0046017169952393,6.5750136,12.207857,3.6471622,2.3960402
163.5298569202423,1.001075267791748,7.0132766,12.229454,3.0678055,2.6318371
164.5317690372467,0.9973671436309814,7.053901,12.403943,3.1535897,2.4164286
165.52987837791443,1.0039842128753662,7.643705,12.292743,2.2853398,2.7791016
166.5345277786255,1.0015804767608643,8.176467,12.823875,2.9279978,1.947136
167.53694820404053,0.9974236488342285,8.23731,12.377955,1.2500504,1.5029812
168.53498649597168,1.0013659000396729,8.514433,12.55197,1.730336,0.63201195
169.5371389389038,1.002530574798584,8.572241,12.365479,1.299706,-0.14206128
170.540452003479,1.0007197856903076,8.031466,12.6118,2.7285862,0.37280318
171.5417788028717,1.0007338523864746,7.824981,12.630148,3.3710542,0.50103635
172.54334712028503,1.0012743473052979,7.8867283,12.579406,3.2557096,0.39941236
173.54528951644897,1.0005161762237549,8.032079,12.625416,3.3767686,0.37538132
174.5464732646942,0.996748685836792,7.846199,13.022922,3.793443,0.3279824
175.5439887046814,1.002763032913208,7.727693,12.891832,4.072972,-0.050419852
176.54778599739075,1.0023932456970215,7.7140737,12.755213,2.8852088,-0.64196235
177.5508348941803,0.9996724128723145,7.5270705,12.794763,3.9300072,0.8187067
178.5513470172882,0.998361349105835,7.6355834,13.003321,3.8859184,0.24647827
179.55040884017944,1.0027000904083252,6.7948117,12.601686,3.7910683,1.432395
180.5538558959961,0.9995090961456299,7.6305346,12.81858,2.7253852,1.7057223
181.55398321151733,0.9994392395019531,7.674231,13.172296,3.052064,0.91315824
182.5541353225708,0.9979171752929688,7.4705644,12.970768,2.9299629,1.1244872
183.55284023284912,1.0042567253112793,8.069493,13.244437,2.692347,-0.23123221
184.5578486919403,0.9996411800384521,7.9617133,13.339322,3.1127918,0.24197526
185.55819487571716,0.9976556301116943,7.97579,13.2888155,3.2341154,0.9167524
186.55650663375854,0.9930288791656494,7.4763417,12.972619,3.1936781,2.3863168
187.55040502548218,0.9959237575531006,7.5612016,12.973766,1.9885325,2.2833924
188.54730796813965,1.0009937286376953,7.9938555,13.14227,2.1770718,1.4892648
189.54910516738892,0.999631404876709,7.9398303,12.841243,1.3768915,1.6655588
190.54950714111328,1.0025606155395508,8.193641,12.914327,0.9627375,1.2738869
191.55270957946777,1.0167076587677002,7.866254,13.189762,2.6455462,2.293251
192.57010960578918,0.9943265914916992,8.013963,13.253182,2.8711786,2.3655102
193.5652871131897,1.002427101135254,8.14221,13.360871,2.328144,0.8466707
194.56834173202515,0.9975013732910156,8.86957,13.345359,0.82147163,-0.24399738
195.56670761108398,1.0032339096069336,8.843926,13.609829,2.3087914,-1.1611273
196.57077407836914,1.0004932880401611,8.447195,13.368962,3.128201,-0.2577794
197.57198405265808,1.0008463859558105,8.376187,13.359126,3.9377234,1.2774258
198.57359385490417,1.002147912979126,7.7947707,13.21501,3.8534014,2.368536
199.57641792297363,0.9976887702941895,7.5410056,13.210211,3.1463058,2.9137568
200.57481026649475,1.0051898956298828,8.693364,13.523735,2.5307546,1.5176584
201.58064913749695,0.9961369037628174,8.224377,13.264763,1.8249031,-0.07678704
202.57760310173035,1.0007238388061523,8.746253,13.147338,1.3477323,-0.9892457
203.5791244506836,1.0049760341644287,8.635436,12.9938135,1.2099357,1.0888541
204.58473181724548,1.1700103282928467,8.206082,12.919946,2.0264125,1.5952781
205.75540041923523,0.8795249462127686,9.044827,13.253887,3.230646,0.37315485
206.6356909275055,0.9653632640838623,8.689676,13.26182,4.219921,1.42825
207.60175347328186,1.1057889461517334,8.409893,13.415619,5.109836,0.44338593
208.70819067955017,0.8672366142272949,8.383468,13.507465,4.7667623,1.2717971
209.57611083984375,1.0003314018249512,7.9367304,13.468441,4.6727967,1.7852077
210.57716417312622,0.9992573261260986,8.035513,13.713567,5.458736,1.4130812
211.57713794708252,0.998807430267334,8.855689,13.915663,3.6683805,0.11863823
212.57667636871338,1.003678560256958,8.578384,13.633649,2.206027,-0.6038435
213.5811595916748,1.019498348236084,8.677586,13.491199,1.4997009,-1.1237259
214.60144543647766,0.9940776824951172,9.022314,13.686527,1.565042,-1.7060447
215.5963578224182,0.9977047443389893,8.754179,13.555111,1.4893643,-1.8696184
216.59468865394592,1.000234842300415,9.113079,13.871594,2.7299027,-1.2043314
217.59566569328308,1.004927158355713,8.492093,13.799605,3.4134762,-0.48907164
218.60118699073792,1.0016047954559326,8.62882,13.96279,4.7616725,0.7843
219.60365772247314,0.9995970726013184,8.03254,13.880064,4.097001,2.0253868
220.6039502620697,0.9992952346801758,8.337613,13.924975,3.6552885,2.4946213
221.60390329360962,0.9993307590484619,8.871231,13.61765,1.8363147,4.0100746
222.6038908958435,1.002934455871582,8.811486,13.759401,2.117432,3.5842867
223.60780930519104,0.9971218109130859,9.429706,13.96722,1.497434,1.4825038
224.6056137084961,1.0015943050384521,9.224467,13.525103,0.8323633,1.052852
225.60788297653198,1.0009353160858154,10.142786,13.601845,0.6074466,-0.9871848
226.60964345932007,1.0050184726715088,9.793164,13.416581,1.0134144,-0.9551671
227.6153736114502,0.9977271556854248,9.839992,13.631742,1.7210397,-0.4875758
228.6137363910675,0.9977505207061768,9.741476,13.531396,2.0802739,-0.33121923
229.61224389076233,1.0045034885406494,9.240743,13.796941,3.5639975,1.2788402
230.61750602722168,0.9960892200469971,8.9007015,13.64812,3.6624591,1.3619087
231.61418437957764,1.00492262840271,9.065048,13.691749,3.051255,2.3452647
232.619811296463,0.9993307590484619,9.139887,13.755831,2.278562,2.609451
233.61981630325317,1.0001380443572998,9.452923,13.673823,1.3768963,2.6622334
234.6207377910614,1.0015544891357422,9.54249,13.826337,1.3557475,1.227639
235.6229546070099,1.0018086433410645,8.893512,13.825378,2.464441,1.661167
236.62548875808716,0.9960260391235352,9.433309,13.652678,1.8112383,1.0894008
237.62217259407043,1.0046794414520264,9.595829,14.0035715,2.7026696,0.14945526
238.62765622138977,0.9960432052612305,9.647911,14.195165,3.1933725,-1.1057243
239.6244776248932,1.002925157546997,9.265733,13.9628525,3.9802182,0.7692763
240.62810158729553,1.006981372833252,9.100548,13.758412,4.3436537,2.1942873
241.6358072757721,0.9918086528778076,9.270494,13.813797,4.14924,1.3705093
242.62828469276428,1.0068132877349854,9.318145,14.0531435,4.124438,0.87060195
243.63581132888794,0.9973039627075195,8.953549,14.035877,4.2030168,1.1713822
244.6337113380432,0.9994454383850098,9.102272,14.11128,4.042143,1.324777
245.63386487960815,1.0019845962524414,9.398622,14.304622,3.2186828,0.25358555
246.63638472557068,0.9979705810546875,9.293944,14.166568,2.8881621,1.0499955
247.6351592540741,1.0047597885131836,9.831892,14.132376,1.8501754,0.59331566
248.64059615135193,0.9975306987762451,9.601525,14.356833,3.3449695,1.6702752
249.6387598514557,1.0013508796691895,9.978704,14.305806,2.562558,0.9143235
250.6408486366272,0.9977681636810303,10.136476,14.445265,2.276704,-0.5391825
251.6394383907318,1.0027539730072021,9.969225,14.299959,1.9970897,-0.40501288
252.6429362297058,1.0015203952789307,10.0064535,14.188129,1.7896836,-0.5840276
253.645245552063,0.9990203380584717,9.451357,14.178903,2.6024094,1.4786488
254.644939661026,1.0047481060028076,9.677868,14.364795,2.7442904,0.29323336
255.6504898071289,1.0010113716125488,9.490265,14.176976,3.2221026,1.9620795
256.6522114276886,0.9958305358886719,9.431297,13.84947,2.059139,2.023641
257.6488559246063,1.0029683113098145,9.670586,14.053947,2.4199193,1.689547
258.6525318622589,1.0009534358978271,9.536108,13.902783,1.4372182,0.6343939
259.654257774353,1.0003471374511719,9.602559,14.307184,3.4585392,1.6278119
260.65542340278625,0.9997258186340332,9.443786,14.446224,4.434094,2.0353172
261.65581011772156,0.9993593692779541,9.5883665,14.645207,3.863282,1.5822659
262.6559021472931,1.0026359558105469,9.589156,14.343696,2.2250075,2.5401561
263.65947127342224,0.9997687339782715,9.896524,14.259986,1.4535718,2.7820125
264.66008496284485,1.0006465911865234,10.449589,14.352981,0.3473217,1.2625731
265.66144371032715,1.1278295516967773,10.795838,14.134411,-0.7026263,-0.44499138
266.7901134490967,0.9626667499542236,10.817637,14.116153,-0.19341928,-1.4638383
267.7535254955292,0.9703118801116943,9.9020405,14.02222,0.61165947,0.93274444
268.7247009277344,0.9268653392791748,10.422753,14.134486,0.87711257,-0.25635913
269.65218687057495,0.9987814426422119,10.065318,14.011898,1.6151681,1.7791033
270.6516923904419,1.003455400466919,10.2435255,14.241596,2.688542,1.4517825
271.65596055984497,1.0001873970031738,9.91504,14.258064,3.5533082,1.9564819
272.6569197177887,0.9987947940826416,9.850999,14.417866,4.343616,1.4124684
273.6566138267517,1.012068271636963,9.93982,14.44839,4.3361444,0.60038275
274.6693592071533,1.0002505779266357,10.041248,14.39867,2.8352096,0.2664058
275.6702935695648,1.0001740455627441,10.351939,14.396524,1.8745285,-1.1993074
276.6712327003479,1.0032563209533691,10.747313,14.503146,1.6486429,-2.235929
277.6751661300659,0.9988536834716797,10.299032,14.427967,2.3402817,-1.8411164
278.6746447086334,1.00148606300354,10.288999,14.127467,0.96873873,-2.2323961
279.6769185066223,0.9999611377716064,10.419096,14.462023,2.8058736,-1.7087321
280.67770886421204,0.9996888637542725,10.357749,14.6651745,3.1855981,-1.1302819
281.6780409812927,0.999269962310791,10.075999,14.850772,4.5937467,0.7975891
282.67794370651245,1.0016634464263916,9.392718,15.0572195,4.394165,2.1462836
283.6801588535309,1.0050201416015625,9.411827,14.95598,1.8625114,2.0447254
284.68583583831787,0.9981939792633057,9.922149,14.724079,1.0188184,2.5029159
285.6847200393677,0.9991683959960938,10.350996,14.466598,0.0014752678,2.342419
286.68450689315796,1.0005004405975342,11.006164,14.152906,-1.0125746,1.4757
287.6856429576874,1.0021378993988037,10.857967,14.1096325,-0.34067565,0.4559985
288.68847608566284,0.9980475902557373,11.020502,13.930986,-0.40428907,2.5855327
289.68738412857056,1.0053155422210693,10.797431,14.204445,1.5611991,2.5548394
290.69341588020325,0.9999217987060547,10.726166,14.212394,2.0158777,1.9172423
291.6939785480499,1.0009560585021973,10.707335,14.1941805,2.328044,0.6080428
292.6964886188507,0.9949972629547119,10.991778,14.355198,2.5510044,1.113341
293.6921966075897,1.000270128250122,10.91745,14.495995,3.7502007,1.5933661
294.6930708885193,1.0089876651763916,10.7981205,14.345434,2.688053,1.713566
295.70273637771606,0.9970841407775879,11.046912,14.504228,3.0790212,0.14016767
296.7005422115326,0.9829792976379395,11.300005,14.403219,2.2025263,-0.44390538
297.68426156044006,1.0013847351074219,10.988354,14.226243,2.4161196,0.4690301
298.6863100528717,1.0020322799682617,10.669679,14.2991905,3.522657,-0.1640759
299.6891071796417,1.0002026557922363,10.896936,14.306601,3.3977454,-0.38653043
300.6900632381439,0.9993836879730225,11.043557,14.218592,2.224521,-1.16978
301.6901926994324,1.0190083980560303,10.621837,14.345718,3.3517098,-0.91447216
302.7098903656006,0.9824895858764648,10.555207,14.330925,2.956283,-1.2768126
303.69310998916626,1.0016627311706543,10.278271,14.506262,3.74981,-0.44913462
304.6961944103241,0.997347354888916,9.822047,14.505612,4.1954584,0.7886936
305.694384098053,1.0009102821350098,9.7231045,14.5691395,4.1915865,1.2462435
306.6960480213165,1.001631498336792,9.7565975,14.7531805,4.45585,0.4009548
307.6984145641327,1.0456089973449707,9.786757,14.846487,4.302719,0.0013687178
308.7448284626007,0.9529983997344971,9.742865,15.0304785,4.849127,0.53410906
309.6986448764801,1.000661849975586,9.715285,15.069281,4.3053803,0.85724634
310.7001259326935,1.0005085468292236,9.776406,14.937136,2.898799,1.6888176
311.70139169692993,1.0026612281799316,10.442807,14.848185,1.8001101,2.9379036
312.70480489730835,1.0024964809417725,10.572429,14.730489,1.3025233,2.9377966
313.7079482078552,1.0114691257476807,10.916017,14.559886,0.71544474,3.2930365
314.72006344795227,1.0016062259674072,11.2771635,14.5337,0.31507367,2.751827
315.7223732471466,0.9984424114227295,11.689355,14.97448,0.9198846,0.49983963
316.7216110229492,1.0068418979644775,12.001533,14.468608,0.25331968,-0.45702818
317.7291624546051,1.0005340576171875,12.025566,14.185013,-0.12609202,-0.923987
318.7302739620209,1.0021860599517822,12.12665,14.715508,1.2781302,-0.6538568
319.7331476211548,0.9985220432281494,11.628939,14.380479,1.3016572,-0.4019561
320.73240184783936,0.9920635223388672,11.561856,14.541515,2.2297425,-0.78208643
321.72512459754944,1.0069856643676758,11.6489725,15.013336,3.4180977,0.01010652
322.7328779697418,0.9995522499084473,10.750912,14.90447,4.223707,1.8733462
323.7331266403198,1.001481056213379,10.354866,14.689553,3.7081385,3.4659724
324.7352948188782,1.1496782302856445,10.752675,14.767886,2.717123,3.5349822
325.88584327697754,0.9166193008422852,11.122012,14.701375,1.867121,3.6921833
326.8032693862915,0.9564921855926514,10.896348,14.6029,1.741544,2.949268
327.7604501247406,0.9627690315246582,11.065529,14.97006,3.0739348,1.5953019
328.7239260673523,1.0012993812561035,11.237718,14.517484,2.1362576,1.1670706
329.72593998908997,1.0042600631713867,11.884669,14.321811,1.0926461,-1.0354674
330.730895280838,0.9981722831726074,11.686138,14.938087,2.7866526,-1.5933096
331.729811668396,1.0143623352050781,11.472237,14.727418,3.4221454,-1.3213038
332.74494767189026,1.0101549625396729,11.358881,14.6139555,3.5714707,-0.0568171
333.75576424598694,0.9908454418182373,11.027349,14.611552,3.9498284,0.14040561
334.7473819255829,1.002016544342041,10.662549,14.762903,4.193082,0.4906548
335.7501084804535,0.9999933242797852,10.546201,14.898892,3.8325326,0.793001
336.7506594657898,1.0095713138580322,10.644459,14.93406,4.0281534,0.40890846
337.7608230113983,0.9924883842468262,10.891904,15.010311,3.9142237,0.60411793
338.75405263900757,1.0026829242706299,11.100507,14.91587,2.5275605,-0.1715434
339.7574055194855,1.0064668655395508,11.08134,14.933666,2.7059863,-0.46898678
340.76449728012085,0.9948744773864746,11.119741,15.095714,3.0554755,0.5669891
341.7600281238556,1.0070915222167969,10.802299,14.747049,2.0928147,1.0793546
342.7677712440491,0.9921159744262695,11.375073,14.373581,1.4000034,3.1807456
343.7605357170105,1.003004789352417,11.354882,14.562713,2.3081234,3.0077684
344.7641966342926,0.9802415370941162,11.456155,14.155491,1.7365125,3.5514946
345.74518394470215,1.0031816959381104,11.704742,14.33003,2.0958645,3.441017
346.7490096092224,0.9987425804138184,11.992322,14.351979,1.633187,3.4592042
347.74840688705444,1.0008976459503174,11.74323,14.683042,2.011213,2.9481027
348.7499225139618,1.002000331878662,11.8872795,14.674138,1.2727563,2.8201342
349.7526309490204,1.0206687450408936,11.734289,14.559486,0.7793953,2.326832
350.7739984989166,1.0017776489257812,11.808596,14.902177,1.1562289,1.5646197
351.7764208316803,0.9976627826690674,11.859565,14.838046,1.036058,1.4834702
352.7747037410736,0.9992432594299316,12.251925,14.885875,0.5102529,0.6120282
353.7746846675873,0.9859867095947266,12.06382,14.787775,0.66133183,0.17516036
354.761305809021,0.9972856044769287,12.503262,14.613361,0.05016487,-0.5337818
