t,dt,u1,u2,u3,u4
0.0,0.09747314453125,0.0,0.0,,
0.09847664833068848,0.9963185787200928,-15.748564374872782,-22.63328121196992,,
1.0949585437774658,1.0000495910644531,-15.759763182079098,-22.644300112677037,,
2.095008134841919,0.998974084854126,-4.015210330486664,-1.5626827563466819,,
3.0949642658233643,1.0000886917114258,0.055875307387317774,0.4228161403796227,,
4.09505295753479,1.001997470855713,0.10834030738731779,0.6641551403796226,,
5.097856044769287,1.0117483139038086,0.11153110429083614,0.5113442825915792,,
6.109604358673096,1.0219371318817139,0.05122062188478893,0.17547372110359816,,
7.132551193237305,1.0164146423339844,-0.01325957783010967,0.003608791156532787,,
8.149967908859253,0.9991443157196045,-0.0232943198646417,0.15524566279348595,,
9.150121688842773,1.0156702995300293,0.02536003481585153,0.4706293009779854,,
10.167394399642944,1.015181541442871,0.08471132391225883,0.6472356160999713,,
11.182575941085815,0.998894214630127,0.10079892909473542,0.5382459107830024,,
12.181470155715942,1.003265142440796,0.062372262033897063,0.2739116691282377,,
13.185266494750977,1.0025782585144043,0.009070072598280743,0.11622557840187087,,
14.189316272735596,1.0253794193267822,-0.009816050488260286,0.2085342809988875,,
15.215680599212646,1.0168535709381104,0.01885416760515579,0.4500730746601129,,
16.232534170150757,1.0029089450836182,0.06449309208154297,0.6085652231031036,,
17.235443115234375,0.9999217987060547,0.08458275959761352,0.5481112594875235,,
18.23536491394043,1.0118308067321777,0.06380992458456225,0.34619633810129224,,
19.247195720672607,1.0171568393707275,0.025442233353679344,0.20300097184174026,,
20.265352487564087,1.0266640186309814,0.006119909010138702,0.2494449864315622,,
21.29201650619507,1.0079314708709717,0.02122189830894139,0.4307558812302079,,
22.29994797706604,1.0136868953704834,0.05354156503942775,0.5711349366073137,,
23.313634872436523,1.0179221630096436,0.07234467225351415,0.5467891345357954,,
24.33251118659973,1.000373363494873,0.06240222942801488,0.39597003861863733,,
25.332884550094604,1.0045297145843506,0.036201563341910825,0.2696944591155681,,
26.338412284851074,0.9986875057220459,0.019618683677201876,0.2847512557373637,,
27.33823323249817,1.024686336517334,0.026939145551815535,0.4183817046745961,,
